composite_tasks,conversation_length_chars_avg,conversation_length_chars_max,conversation_length_chars_min,conversation_length_chars_total,conversation_length_texts,conversation_length_words_avg,conversation_length_words_max,conversation_length_words_min,conversation_length_words_total,conversation_messages_avg,conversation_messages_max,conversation_messages_min,conversation_messages_total,environment,num_steps,num_trajectories,sampling_method,task,tool_call_distribution_json,trajectory_cosine_avg,trajectory_cosine_computed_pairs,trajectory_cosine_exact,trajectory_cosine_max,trajectory_cosine_min,trajectory_cosine_num_items,trajectory_cosine_num_pairs
SetupWineGlasses,499.0,912,257,14970.0,30,84.66666666666667,154,44,2540.0,5.266666666666667,8,3,158.0,setup_wine_glasses,429,30,random,setup_wine_glasses,"{""communicate"":{""count"":158,""fraction"":0.3682983682983683},""give_space"":{""count"":51,""fraction"":0.11888111888111888},""navigate_to_fixture"":{""count"":100,""fraction"":0.2331002331002331},""pick_up_object"":{""count"":60,""fraction"":0.13986013986013987},""place_next_to"":{""count"":60,""fraction"":0.13986013986013987}}",,,,,,,
SpicyMarinade,511.53333333333336,717,302,15346.0,30,90.83333333333333,129,54,2725.0,5.433333333333334,8,3,163.0,spicy_marinade,593,30,random,spicy_marinade,"{""communicate"":{""count"":163,""fraction"":0.2748735244519393},""give_space"":{""count"":47,""fraction"":0.07925801011804384},""navigate_to_fixture"":{""count"":113,""fraction"":0.1905564924114671},""open_hinged_part"":{""count"":30,""fraction"":0.050590219224283306},""pick_up_object"":{""count"":120,""fraction"":0.20236087689713322},""place_on_object"":{""count"":60,""fraction"":0.10118043844856661},""place_on_surface"":{""count"":60,""fraction"":0.10118043844856661}}",,,,,,,
SweetenCoffee,354.96666666666664,506,216,10649.0,30,65.36666666666666,97,37,1961.0,3.6333333333333333,5,3,109.0,sweeten_coffee,308,30,random,sweeten_coffee,"{""communicate"":{""count"":109,""fraction"":0.3538961038961039},""give_space"":{""count"":30,""fraction"":0.09740259740259741},""navigate_to_fixture"":{""count"":49,""fraction"":0.1590909090909091},""pick_up_object"":{""count"":60,""fraction"":0.19480519480519481},""place_in_receptacle"":{""count"":30,""fraction"":0.09740259740259741},""place_next_to"":{""count"":30,""fraction"":0.09740259740259741}}",,,,,,,
TongBuffetSetup,339.2,511,225,10176.0,30,59.5,95,38,1785.0,3.566666666666667,5,3,107.0,tong_buffet_setup,268,30,random,tong_buffet_setup,"{""communicate"":{""count"":107,""fraction"":0.39925373134328357},""give_space"":{""count"":29,""fraction"":0.10820895522388059},""navigate_to_fixture"":{""count"":42,""fraction"":0.15671641791044777},""open_sliding_part"":{""count"":30,""fraction"":0.11194029850746269},""pick_up_object"":{""count"":30,""fraction"":0.11194029850746269},""place_next_to"":{""count"":30,""fraction"":0.11194029850746269}}",,,,,,,
VeggieDipPrep,419.7,656,234,12591.0,30,77.36666666666666,120,43,2321.0,4.6,7,3,138.0,veggie_dip_prep,396,30,random,veggie_dip_prep,"{""communicate"":{""count"":138,""fraction"":0.3484848484848485},""give_space"":{""count"":38,""fraction"":0.09595959595959595},""navigate_to_fixture"":{""count"":40,""fraction"":0.10101010101010101},""pick_up_object"":{""count"":90,""fraction"":0.22727272727272727},""place_in_receptacle"":{""count"":90,""fraction"":0.22727272727272727}}",,,,,,,
AddLemonToFish,493.1333333333333,921,114,14794.0,30,84.83333333333333,157,21,2545.0,3.7,6,3,111.0,add_lemon_to_fish,273,30,structured_random,add_lemon_to_fish,"{""communicate"":{""count"":111,""fraction"":0.4065934065934066},""give_space"":{""count"":32,""fraction"":0.11721611721611722},""navigate_to_fixture"":{""count"":40,""fraction"":0.14652014652014653},""open_hinged_part"":{""count"":30,""fraction"":0.10989010989010989},""pick_up_object"":{""count"":30,""fraction"":0.10989010989010989},""place_on_object"":{""count"":30,""fraction"":0.10989010989010989}}",,,,,,,
AddSugarCubes,438.8666666666667,910,148,13166.0,30,74.03333333333333,152,28,2221.0,3.6333333333333333,5,3,109.0,add_sugar_cubes,292,30,structured_random,add_sugar_cubes,"{""communicate"":{""count"":109,""fraction"":0.3732876712328767},""give_space"":{""count"":32,""fraction"":0.1095890410958904},""navigate_to_fixture"":{""count"":31,""fraction"":0.10616438356164383},""pick_up_object"":{""count"":60,""fraction"":0.2054794520547945},""place_on_object"":{""count"":60,""fraction"":0.2054794520547945}}",,,,,,,
AlcoholServingPrep,596.0,1161,239,17880.0,30,113.76666666666667,217,45,3413.0,4.766666666666667,7,3,143.0,alcohol_serving_prep,442,30,structured_random,alcohol_serving_prep,"{""communicate"":{""count"":143,""fraction"":0.3235294117647059},""give_space"":{""count"":39,""fraction"":0.08823529411764706},""navigate_to_fixture"":{""count"":110,""fraction"":0.248868778280543},""open_hinged_part"":{""count"":30,""fraction"":0.06787330316742081},""pick_up_object"":{""count"":60,""fraction"":0.13574660633484162},""place_on_surface"":{""count"":60,""fraction"":0.13574660633484162}}",,,,,,,
AlignSilverware,658.9333333333333,1622,174,19768.0,30,123.4,305,33,3702.0,5.166666666666667,7,4,155.0,align_silverware,425,30,structured_random,align_silverware,"{""communicate"":{""count"":155,""fraction"":0.36470588235294116},""give_space"":{""count"":51,""fraction"":0.12},""navigate_to_fixture"":{""count"":99,""fraction"":0.23294117647058823},""pick_up_object"":{""count"":60,""fraction"":0.1411764705882353},""place_next_to"":{""count"":60,""fraction"":0.1411764705882353}}",,,,,,,
ArrangeBreadBowl,569.4666666666667,1160,254,17084.0,30,103.8,212,49,3114.0,4.6,6,4,138.0,arrange_bread_bowl,447,30,structured_random,arrange_bread_bowl,"{""communicate"":{""count"":138,""fraction"":0.3087248322147651},""give_space"":{""count"":50,""fraction"":0.11185682326621924},""navigate_to_fixture"":{""count"":109,""fraction"":0.24384787472035793},""open_hinged_part"":{""count"":30,""fraction"":0.06711409395973154},""pick_up_object"":{""count"":60,""fraction"":0.1342281879194631},""place_in_receptacle"":{""count"":30,""fraction"":0.06711409395973154},""place_on_surface"":{""count"":30,""fraction"":0.06711409395973154}}",,,,,,,
ArrangeDrinkware,623.7,1076,236,18711.0,30,111.03333333333333,185,47,3331.0,4.533333333333333,6,3,136.0,arrange_drinkware,406,30,structured_random,arrange_drinkware,"{""communicate"":{""count"":136,""fraction"":0.33497536945812806},""give_space"":{""count"":47,""fraction"":0.11576354679802955},""navigate_to_fixture"":{""count"":103,""fraction"":0.2536945812807882},""pick_up_object"":{""count"":60,""fraction"":0.1477832512315271},""place_on_surface"":{""count"":60,""fraction"":0.1477832512315271}}",,,,,,,
ArrangeTea,525.0666666666667,907,178,15752.0,30,102.06666666666666,182,35,3062.0,5.0,7,3,150.0,arrange_tea,408,30,structured_random,arrange_tea,"{""close_hinged_part"":{""count"":30,""fraction"":0.07352941176470588},""communicate"":{""count"":150,""fraction"":0.36764705882352944},""give_space"":{""count"":30,""fraction"":0.07352941176470588},""navigate_to_fixture"":{""count"":78,""fraction"":0.19117647058823528},""pick_up_object"":{""count"":60,""fraction"":0.14705882352941177},""place_in_receptacle"":{""count"":60,""fraction"":0.14705882352941177}}",,,,,,,
BeverageOrganization,727.8333333333334,1397,150,21835.0,30,130.2,248,27,3906.0,5.6,9,3,168.0,beverage_organization,545,30,structured_random,beverage_organization,"{""communicate"":{""count"":168,""fraction"":0.30825688073394497},""give_space"":{""count"":43,""fraction"":0.07889908256880734},""navigate_to_fixture"":{""count"":154,""fraction"":0.28256880733944956},""pick_up_object"":{""count"":90,""fraction"":0.1651376146788991},""place_on_surface"":{""count"":90,""fraction"":0.1651376146788991}}",,,,,,,
BowlAndCup,553.5666666666667,1018,155,16607.0,30,103.2,188,30,3096.0,4.066666666666666,6,3,122.0,bowl_and_cup,336,30,structured_random,bowl_and_cup,"{""communicate"":{""count"":122,""fraction"":0.3630952380952381},""give_space"":{""count"":36,""fraction"":0.10714285714285714},""navigate_to_fixture"":{""count"":58,""fraction"":0.17261904761904762},""pick_up_object"":{""count"":60,""fraction"":0.17857142857142858},""place_in_receptacle"":{""count"":30,""fraction"":0.08928571428571429},""place_on_surface"":{""count"":30,""fraction"":0.08928571428571429}}",,,,,,,
CandleCleanup,553.7666666666667,1364,149,16613.0,30,103.1,261,27,3093.0,5.133333333333334,8,3,154.0,candle_cleanup,478,30,structured_random,candle_cleanup,"{""close_hinged_part"":{""count"":30,""fraction"":0.06276150627615062},""communicate"":{""count"":154,""fraction"":0.32217573221757323},""give_space"":{""count"":64,""fraction"":0.13389121338912133},""navigate_to_fixture"":{""count"":110,""fraction"":0.2301255230125523},""pick_up_object"":{""count"":60,""fraction"":0.12552301255230125},""place_in_receptacle"":{""count"":60,""fraction"":0.12552301255230125}}",,,,,,,
CheeseMixing,575.1666666666666,1516,167,17255.0,30,113.16666666666667,297,31,3395.0,4.866666666666666,6,3,146.0,cheese_mixing,426,30,structured_random,cheese_mixing,"{""communicate"":{""count"":146,""fraction"":0.3427230046948357},""give_space"":{""count"":55,""fraction"":0.12910798122065728},""navigate_to_fixture"":{""count"":105,""fraction"":0.24647887323943662},""pick_up_object"":{""count"":60,""fraction"":0.14084507042253522},""place_in_receptacle"":{""count"":60,""fraction"":0.14084507042253522}}",,,,,,,
ClusterItemsForClearing,406.53333333333336,994,147,12196.0,30,72.36666666666666,170,24,2171.0,3.7,5,3,111.0,cluster_items_for_clearing,297,30,structured_random,cluster_items_for_clearing,"{""communicate"":{""count"":111,""fraction"":0.37373737373737376},""give_space"":{""count"":30,""fraction"":0.10101010101010101},""navigate_to_fixture"":{""count"":36,""fraction"":0.12121212121212122},""pick_up_object"":{""count"":60,""fraction"":0.20202020202020202},""place_next_to"":{""count"":60,""fraction"":0.20202020202020202}}",,,,,,,
ColorfulSalsa,538.0333333333333,1531,116,16141.0,30,97.63333333333334,264,21,2929.0,4.0,6,2,120.0,colorful_salsa,433,30,structured_random,colorful_salsa,"{""communicate"":{""count"":120,""fraction"":0.27713625866050806},""give_space"":{""count"":36,""fraction"":0.08314087759815242},""navigate_to_fixture"":{""count"":37,""fraction"":0.08545034642032333},""pick_up_object"":{""count"":120,""fraction"":0.27713625866050806},""place_on_object"":{""count"":120,""fraction"":0.27713625866050806}}",,,,,,,
CondimentCollection,599.9333333333333,1137,183,17998.0,30,110.46666666666667,205,32,3314.0,5.133333333333334,8,4,154.0,condiment_collection,431,30,structured_random,condiment_collection,"{""communicate"":{""count"":154,""fraction"":0.35730858468677495},""give_space"":{""count"":58,""fraction"":0.1345707656612529},""navigate_to_fixture"":{""count"":99,""fraction"":0.2296983758700696},""pick_up_object"":{""count"":60,""fraction"":0.13921113689095127},""place_in_receptacle"":{""count"":60,""fraction"":0.13921113689095127}}",,,,,,,
CutBuffetPizza,445.6333333333333,709,201,13369.0,30,79.1,125,38,2373.0,3.7,5,3,111.0,cut_buffet_pizza,285,30,structured_random,cut_buffet_pizza,"{""communicate"":{""count"":111,""fraction"":0.3894736842105263},""give_space"":{""count"":37,""fraction"":0.12982456140350876},""navigate_to_fixture"":{""count"":47,""fraction"":0.1649122807017544},""open_sliding_part"":{""count"":30,""fraction"":0.10526315789473684},""pick_up_object"":{""count"":30,""fraction"":0.10526315789473684},""place_on_surface"":{""count"":30,""fraction"":0.10526315789473684}}",,,,,,,
DateNight,522.7666666666667,965,185,15683.0,30,97.3,174,34,2919.0,4.5,6,3,135.0,date_night,413,30,structured_random,date_night,"{""communicate"":{""count"":135,""fraction"":0.3268765133171913},""give_space"":{""count"":35,""fraction"":0.0847457627118644},""navigate_to_fixture"":{""count"":93,""fraction"":0.22518159806295399},""open_hinged_part"":{""count"":30,""fraction"":0.07263922518159806},""pick_up_object"":{""count"":60,""fraction"":0.14527845036319612},""place_on_surface"":{""count"":60,""fraction"":0.14527845036319612}}",,,,,,,
DeliverStraw,471.8,838,154,14154.0,30,86.6,152,29,2598.0,3.8,5,3,114.0,deliver_straw,281,30,structured_random,deliver_straw,"{""communicate"":{""count"":114,""fraction"":0.40569395017793597},""give_space"":{""count"":32,""fraction"":0.11387900355871886},""navigate_to_fixture"":{""count"":45,""fraction"":0.1601423487544484},""open_sliding_part"":{""count"":30,""fraction"":0.10676156583629894},""pick_up_object"":{""count"":30,""fraction"":0.10676156583629894},""place_in_receptacle"":{""count"":30,""fraction"":0.10676156583629894}}",,,,,,,
DessertAssembly,442.6,811,154,13278.0,30,81.56666666666666,148,28,2447.0,3.533333333333333,5,2,106.0,dessert_assembly,287,30,structured_random,dessert_assembly,"{""communicate"":{""count"":106,""fraction"":0.3693379790940767},""give_space"":{""count"":31,""fraction"":0.10801393728222997},""navigate_to_fixture"":{""count"":30,""fraction"":0.10452961672473868},""pick_up_object"":{""count"":60,""fraction"":0.20905923344947736},""place_in_receptacle"":{""count"":60,""fraction"":0.20905923344947736}}",,,,,,,
DisplayMeatVariety,713.8666666666667,1386,215,21416.0,30,134.43333333333334,253,40,4033.0,5.6,8,3,168.0,display_meat_variety,574,30,structured_random,display_meat_variety,"{""communicate"":{""count"":168,""fraction"":0.2926829268292683},""give_space"":{""count"":65,""fraction"":0.1132404181184669},""navigate_to_fixture"":{""count"":161,""fraction"":0.2804878048780488},""pick_up_object"":{""count"":90,""fraction"":0.156794425087108},""place_in_receptacle"":{""count"":90,""fraction"":0.156794425087108}}",,,,,,,
DistributeChicken,655.3333333333334,1589,361,19660.0,30,112.76666666666667,272,57,3383.0,5.133333333333334,7,3,154.0,distribute_chicken,436,30,structured_random,distribute_chicken,"{""communicate"":{""count"":154,""fraction"":0.3532110091743119},""give_space"":{""count"":59,""fraction"":0.1353211009174312},""navigate_to_fixture"":{""count"":103,""fraction"":0.23623853211009174},""pick_up_object"":{""count"":60,""fraction"":0.13761467889908258},""place_on_object"":{""count"":60,""fraction"":0.13761467889908258}}",,,,,,,
GarnishCake,438.6666666666667,892,176,13160.0,30,79.16666666666667,153,31,2375.0,3.5,5,3,105.0,garnish_cake,276,30,structured_random,garnish_cake,"{""communicate"":{""count"":105,""fraction"":0.3804347826086957},""give_space"":{""count"":26,""fraction"":0.09420289855072464},""navigate_to_fixture"":{""count"":25,""fraction"":0.09057971014492754},""pick_up_object"":{""count"":60,""fraction"":0.21739130434782608},""place_on_object"":{""count"":60,""fraction"":0.21739130434782608}}",,,,,,,
GarnishCupcake,501.6666666666667,961,148,15050.0,30,86.73333333333333,170,26,2602.0,3.9,5,3,117.0,garnish_cupcake,365,30,structured_random,garnish_cupcake,"{""communicate"":{""count"":117,""fraction"":0.32054794520547947},""give_space"":{""count"":45,""fraction"":0.1232876712328767},""navigate_to_fixture"":{""count"":53,""fraction"":0.14520547945205478},""open_hinged_part"":{""count"":30,""fraction"":0.0821917808219178},""pick_up_object"":{""count"":60,""fraction"":0.1643835616438356},""place_next_to"":{""count"":30,""fraction"":0.0821917808219178},""place_on_object"":{""count"":30,""fraction"":0.0821917808219178}}",,,,,,,
GarnishPancake,484.4,918,239,14532.0,30,84.8,151,42,2544.0,3.6333333333333333,5,3,109.0,garnish_pancake,274,30,structured_random,garnish_pancake,"{""communicate"":{""count"":109,""fraction"":0.3978102189781022},""give_space"":{""count"":32,""fraction"":0.11678832116788321},""navigate_to_fixture"":{""count"":43,""fraction"":0.15693430656934307},""open_hinged_part"":{""count"":30,""fraction"":0.10948905109489052},""pick_up_object"":{""count"":30,""fraction"":0.10948905109489052},""place_on_object"":{""count"":30,""fraction"":0.10948905109489052}}",,,,,,,
GatherMarinadeIngredients,730.3666666666667,1340,240,21911.0,30,134.7,257,45,4041.0,5.266666666666667,8,4,158.0,gather_marinade_ingredients,522,30,structured_random,gather_marinade_ingredients,"{""communicate"":{""count"":158,""fraction"":0.30268199233716475},""give_space"":{""count"":40,""fraction"":0.07662835249042145},""navigate_to_fixture"":{""count"":144,""fraction"":0.27586206896551724},""pick_up_object"":{""count"":90,""fraction"":0.1724137931034483},""place_in_receptacle"":{""count"":30,""fraction"":0.05747126436781609},""place_next_to"":{""count"":60,""fraction"":0.11494252873563218}}",,,,,,,
HotDogSetup,636.1666666666666,1020,287,19085.0,30,110.0,171,55,3300.0,5.166666666666667,7,4,155.0,hot_dog_setup,582,30,structured_random,hot_dog_setup,"{""communicate"":{""count"":155,""fraction"":0.2663230240549828},""give_space"":{""count"":46,""fraction"":0.07903780068728522},""navigate_to_fixture"":{""count"":141,""fraction"":0.2422680412371134},""open_hinged_part"":{""count"":60,""fraction"":0.10309278350515463},""pick_up_object"":{""count"":90,""fraction"":0.15463917525773196},""place_next_to"":{""count"":30,""fraction"":0.05154639175257732},""place_on_object"":{""count"":60,""fraction"":0.10309278350515463}}",,,,,,,
LemonSeasoningFish,464.6,922,174,13938.0,30,87.5,172,32,2625.0,3.7666666666666666,5,3,113.0,lemon_seasoning_fish,280,30,structured_random,lemon_seasoning_fish,"{""communicate"":{""count"":113,""fraction"":0.4035714285714286},""give_space"":{""count"":30,""fraction"":0.10714285714285714},""navigate_to_fixture"":{""count"":47,""fraction"":0.16785714285714284},""open_hinged_part"":{""count"":30,""fraction"":0.10714285714285714},""pick_up_object"":{""count"":30,""fraction"":0.10714285714285714},""place_on_object"":{""count"":30,""fraction"":0.10714285714285714}}",,,,,,,
LineUpCondiments,550.7666666666667,916,199,16523.0,30,101.66666666666667,165,35,3050.0,4.466666666666667,6,3,134.0,line_up_condiments,392,30,structured_random,line_up_condiments,"{""communicate"":{""count"":134,""fraction"":0.34183673469387754},""give_space"":{""count"":32,""fraction"":0.08163265306122448},""navigate_to_fixture"":{""count"":106,""fraction"":0.27040816326530615},""pick_up_object"":{""count"":60,""fraction"":0.15306122448979592},""place_next_to"":{""count"":41,""fraction"":0.10459183673469388},""place_on_surface"":{""count"":19,""fraction"":0.04846938775510204}}",,,,,,,
MatchCupAndDrink,706.7,1137,227,21201.0,30,125.2,199,41,3756.0,5.033333333333333,7,3,151.0,match_cup_and_drink,415,30,structured_random,match_cup_and_drink,"{""communicate"":{""count"":151,""fraction"":0.363855421686747},""give_space"":{""count"":45,""fraction"":0.10843373493975904},""navigate_to_fixture"":{""count"":99,""fraction"":0.2385542168674699},""pick_up_object"":{""count"":60,""fraction"":0.14457831325301204},""place_next_to"":{""count"":60,""fraction"":0.14457831325301204}}",,,,,,,
MeatSkewerAssembly,435.3666666666667,1034,137,13061.0,30,77.0,175,25,2310.0,3.8666666666666667,5,3,116.0,meat_skewer_assembly,286,30,structured_random,meat_skewer_assembly,"{""communicate"":{""count"":116,""fraction"":0.40559440559440557},""give_space"":{""count"":24,""fraction"":0.08391608391608392},""navigate_to_fixture"":{""count"":26,""fraction"":0.09090909090909091},""pick_up_object"":{""count"":60,""fraction"":0.2097902097902098},""place_in_receptacle"":{""count"":60,""fraction"":0.2097902097902098}}",,,,,,,
OrganizeCondiments,678.1,1585,180,20343.0,30,122.3,279,30,3669.0,6.066666666666666,10,4,182.0,organize_condiments,592,30,structured_random,organize_condiments,"{""communicate"":{""count"":182,""fraction"":0.30743243243243246},""give_space"":{""count"":75,""fraction"":0.1266891891891892},""navigate_to_fixture"":{""count"":155,""fraction"":0.26182432432432434},""pick_up_object"":{""count"":90,""fraction"":0.15202702702702703},""place_in_receptacle"":{""count"":90,""fraction"":0.15202702702702703}}",,,,,,,
PlateStoreDinner,781.1666666666666,1513,226,23435.0,30,149.93333333333334,299,42,4498.0,6.066666666666666,12,4,182.0,plate_store_dinner,640,30,structured_random,plate_store_dinner,"{""communicate"":{""count"":182,""fraction"":0.284375},""give_space"":{""count"":61,""fraction"":0.0953125},""navigate_to_fixture"":{""count"":187,""fraction"":0.2921875},""open_hinged_part"":{""count"":30,""fraction"":0.046875},""pick_up_object"":{""count"":90,""fraction"":0.140625},""place_in_receptacle"":{""count"":60,""fraction"":0.09375},""place_on_object"":{""count"":30,""fraction"":0.046875}}",,,,,,,
PortionHotDogs,507.0,853,258,15210.0,30,90.23333333333333,149,47,2707.0,4.066666666666666,6,3,122.0,portion_hot_dogs,442,30,structured_random,portion_hot_dogs,"{""communicate"":{""count"":122,""fraction"":0.27601809954751133},""give_space"":{""count"":43,""fraction"":0.09728506787330317},""navigate_to_fixture"":{""count"":37,""fraction"":0.083710407239819},""pick_up_object"":{""count"":120,""fraction"":0.27149321266968324},""place_on_object"":{""count"":120,""fraction"":0.27149321266968324}}",,,,,,,
PortionYogurt,516.0666666666667,1287,83,15482.0,30,89.8,240,14,2694.0,4.2,10,2,126.0,portion_yogurt,410,30,structured_random,portion_yogurt,"{""communicate"":{""count"":126,""fraction"":0.3073170731707317},""give_space"":{""count"":22,""fraction"":0.05365853658536585},""navigate_to_fixture"":{""count"":22,""fraction"":0.05365853658536585},""pick_up_object"":{""count"":120,""fraction"":0.2926829268292683},""place_on_object"":{""count"":120,""fraction"":0.2926829268292683}}",,,,,,,
PrepareCheeseStation,526.3,962,170,15789.0,30,99.63333333333334,190,32,2989.0,4.466666666666667,5,3,134.0,prepare_cheese_station,431,30,structured_random,prepare_cheese_station,"{""communicate"":{""count"":134,""fraction"":0.3109048723897912},""give_space"":{""count"":32,""fraction"":0.07424593967517401},""navigate_to_fixture"":{""count"":85,""fraction"":0.19721577726218098},""open_hinged_part"":{""count"":60,""fraction"":0.13921113689095127},""pick_up_object"":{""count"":60,""fraction"":0.13921113689095127},""place_next_to"":{""count"":60,""fraction"":0.13921113689095127}}",,,,,,,
PrepareCocktailStation,593.2,1638,199,17796.0,30,109.23333333333333,306,38,3277.0,4.8,6,3,144.0,prepare_cocktail_station,540,30,structured_random,prepare_cocktail_station,"{""communicate"":{""count"":144,""fraction"":0.26666666666666666},""give_space"":{""count"":46,""fraction"":0.08518518518518518},""navigate_to_fixture"":{""count"":140,""fraction"":0.25925925925925924},""open_hinged_part"":{""count"":30,""fraction"":0.05555555555555555},""pick_up_object"":{""count"":90,""fraction"":0.16666666666666666},""place_in_receptacle"":{""count"":30,""fraction"":0.05555555555555555},""place_next_to"":{""count"":60,""fraction"":0.1111111111111111}}",,,,,,,
PrepareCoffee,658.0,658,658,658.0,1,119.0,119,119,119.0,6.0,6,6,6.0,prepare_coffee,20,1,structured_random,prepare_coffee,"{""communicate"":{""count"":6,""fraction"":0.3},""give_space"":{""count"":3,""fraction"":0.15},""navigate_to_fixture"":{""count"":5,""fraction"":0.25},""open_hinged_part"":{""count"":1,""fraction"":0.05},""pick_up_object"":{""count"":2,""fraction"":0.1},""place_on_surface"":{""count"":1,""fraction"":0.05},""place_under"":{""count"":1,""fraction"":0.05},""press_button"":{""count"":1,""fraction"":0.05}}",,,,,,,
PrepareDrinkStation,738.7333333333333,1148,253,22162.0,30,138.16666666666666,208,48,4145.0,5.233333333333333,8,3,157.0,prepare_drink_station,531,30,structured_random,prepare_drink_station,"{""communicate"":{""count"":157,""fraction"":0.295668549905838},""give_space"":{""count"":40,""fraction"":0.07532956685499058},""navigate_to_fixture"":{""count"":154,""fraction"":0.2900188323917137},""pick_up_object"":{""count"":90,""fraction"":0.1694915254237288},""place_in_receptacle"":{""count"":60,""fraction"":0.11299435028248588},""place_next_to"":{""count"":30,""fraction"":0.05649717514124294}}",,,,,,,
PrepareSausageCheese,635.7,1271,260,19071.0,30,119.4,231,49,3582.0,5.333333333333333,7,4,160.0,prepare_sausage_cheese,456,30,structured_random,prepare_sausage_cheese,"{""communicate"":{""count"":160,""fraction"":0.3508771929824561},""give_space"":{""count"":52,""fraction"":0.11403508771929824},""navigate_to_fixture"":{""count"":94,""fraction"":0.20614035087719298},""open_hinged_part"":{""count"":30,""fraction"":0.06578947368421052},""pick_up_object"":{""count"":60,""fraction"":0.13157894736842105},""place_on_object"":{""count"":60,""fraction"":0.13157894736842105}}",,,,,,,
PrepareSoupServing,724.7333333333333,1364,276,21742.0,30,138.96666666666667,261,47,4169.0,5.0,7,4,150.0,prepare_soup_serving,397,30,structured_random,prepare_soup_serving,"{""close_hinged_part"":{""count"":30,""fraction"":0.07556675062972293},""communicate"":{""count"":150,""fraction"":0.3778337531486146},""give_space"":{""count"":34,""fraction"":0.08564231738035265},""navigate_to_fixture"":{""count"":93,""fraction"":0.23425692695214106},""open_hinged_part"":{""count"":30,""fraction"":0.07556675062972293},""pick_up_object"":{""count"":30,""fraction"":0.07556675062972293},""place_in_receptacle"":{""count"":30,""fraction"":0.07556675062972293}}",,,,,,,
SeasoningSteak,516.5,1203,138,15495.0,30,91.66666666666667,203,26,2750.0,3.5,4,3,105.0,seasoning_steak,247,30,structured_random,seasoning_steak,"{""communicate"":{""count"":105,""fraction"":0.4251012145748988},""give_space"":{""count"":35,""fraction"":0.1417004048582996},""navigate_to_fixture"":{""count"":47,""fraction"":0.1902834008097166},""pick_up_object"":{""count"":30,""fraction"":0.1214574898785425},""place_next_to"":{""count"":30,""fraction"":0.1214574898785425}}",,,,,,,
ServeMealJuice,668.1666666666666,1088,237,20045.0,30,122.76666666666667,199,44,3683.0,5.2,7,4,156.0,serve_meal_juice,419,30,structured_random,serve_meal_juice,"{""communicate"":{""count"":156,""fraction"":0.3723150357995227},""give_space"":{""count"":51,""fraction"":0.12171837708830549},""navigate_to_fixture"":{""count"":92,""fraction"":0.21957040572792363},""pick_up_object"":{""count"":60,""fraction"":0.1431980906921241},""place_next_to"":{""count"":60,""fraction"":0.1431980906921241}}",,,,,,,
ServeSteak,543.4666666666667,996,273,16304.0,30,102.7,190,53,3081.0,4.233333333333333,5,4,127.0,serve_steak,374,30,structured_random,serve_steak,"{""communicate"":{""count"":127,""fraction"":0.339572192513369},""give_space"":{""count"":55,""fraction"":0.14705882352941177},""navigate_to_fixture"":{""count"":72,""fraction"":0.1925133689839572},""pick_up_object"":{""count"":60,""fraction"":0.16042780748663102},""place_on_object"":{""count"":30,""fraction"":0.08021390374331551},""place_on_surface"":{""count"":30,""fraction"":0.08021390374331551}}",,,,,,,
SetBowlsForSoup,644.6666666666666,1293,233,19340.0,30,119.13333333333334,232,44,3574.0,5.033333333333333,7,3,151.0,set_bowls_for_soup,454,30,structured_random,set_bowls_for_soup,"{""communicate"":{""count"":151,""fraction"":0.33259911894273125},""give_space"":{""count"":51,""fraction"":0.11233480176211454},""navigate_to_fixture"":{""count"":102,""fraction"":0.22466960352422907},""open_hinged_part"":{""count"":30,""fraction"":0.06607929515418502},""pick_up_object"":{""count"":60,""fraction"":0.13215859030837004},""place_on_object"":{""count"":60,""fraction"":0.13215859030837004}}",,,,,,,
SetUpSpiceStation,624.2666666666667,1297,137,18728.0,30,115.93333333333334,239,26,3478.0,5.1,8,3,153.0,set_up_spice_station,549,30,structured_random,set_up_spice_station,"{""communicate"":{""count"":153,""fraction"":0.2786885245901639},""give_space"":{""count"":48,""fraction"":0.08743169398907104},""navigate_to_fixture"":{""count"":168,""fraction"":0.30601092896174864},""pick_up_object"":{""count"":90,""fraction"":0.16393442622950818},""place_next_to"":{""count"":90,""fraction"":0.16393442622950818}}",,,,,,,
SetupBowls,567.9333333333333,1158,183,17038.0,30,102.73333333333333,196,33,3082.0,5.1,7,3,153.0,setup_bowls,415,30,structured_random,setup_bowls,"{""communicate"":{""count"":153,""fraction"":0.3686746987951807},""give_space"":{""count"":45,""fraction"":0.10843373493975904},""navigate_to_fixture"":{""count"":97,""fraction"":0.23373493975903614},""pick_up_object"":{""count"":60,""fraction"":0.14457831325301204},""place_next_to"":{""count"":60,""fraction"":0.14457831325301204}}",,,,,,,
SetupButterPlate,493.26666666666665,907,137,14798.0,30,90.8,153,26,2724.0,4.4,6,3,132.0,setup_butter_plate,401,30,structured_random,setup_butter_plate,"{""communicate"":{""count"":132,""fraction"":0.32917705735660846},""give_space"":{""count"":28,""fraction"":0.06982543640897755},""navigate_to_fixture"":{""count"":91,""fraction"":0.22693266832917705},""open_hinged_part"":{""count"":30,""fraction"":0.07481296758104738},""pick_up_object"":{""count"":60,""fraction"":0.14962593516209477},""place_next_to"":{""count"":30,""fraction"":0.07481296758104738},""place_on_object"":{""count"":30,""fraction"":0.07481296758104738}}",,,,,,,
